Accession	Requested_species	NCBI_organism	NCBI_accepted_species	Phylum	Class	Order	Family	Genus	Taxonomy_source
KC747421.1	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079516.1	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079517.1	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079518.1	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KY968887.1	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685225.1	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685226.1	Amaranthus cruentus	Amaranthus cruentus	Amaranthus cruentus	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KC747411.1	Amaranthus graecizans	Amaranthus graecizans subsp. aschersonianus	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KC747424.1	Amaranthus graecizans	Amaranthus graecizans subsp. silvestris	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KC747425.1	Amaranthus graecizans	Amaranthus graecizans subsp. aschersonianus	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KC747426.1	Amaranthus graecizans	Amaranthus graecizans subsp. aschersonianus	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KF493775.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KF493809.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079536.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079541.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685238.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685239.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685240.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685241.1	Amaranthus graecizans	Amaranthus graecizans	Amaranthus graecizans	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
AF210916.1	Amaranthus lividus	Amaranthus blitum subsp. oleraceus	Amaranthus blitum	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KC747436.1	Amaranthus powellii	Amaranthus powellii subsp. powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KC747437.1	Amaranthus powellii	Amaranthus powellii subsp. bouchonii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KC747438.1	Amaranthus powellii	Amaranthus powellii subsp. powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KF493778.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KF493812.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KP318861.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079502.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079503.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KX079530.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685261.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
MG685262.1	Amaranthus powellii	Amaranthus powellii	Amaranthus powellii	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	BOLD_GENUS_BACKBONE
KF718363.1	Amelanchier ovalis	Amelanchier ovalis	Amelanchier ovalis	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	BOLD_GENUS_BACKBONE
KF718367.1	Amelanchier ovalis	Amelanchier ovalis	Amelanchier ovalis	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	BOLD_GENUS_BACKBONE
KT833972.1	Amelanchier ovalis	Amelanchier ovalis	Amelanchier ovalis	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	BOLD_GENUS_BACKBONE
KT833973.1	Amelanchier ovalis	Amelanchier ovalis	Amelanchier ovalis	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	BOLD_GENUS_BACKBONE
KT833974.1	Amelanchier ovalis	Amelanchier ovalis	Amelanchier ovalis	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	BOLD_GENUS_BACKBONE
KT833975.1	Amelanchier ovalis	Amelanchier ovalis	Amelanchier ovalis	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	BOLD_GENUS_BACKBONE
MN215988.1	Amelanchier ovalis	Amelanchier ovalis	Amelanchier ovalis	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amelanchier	BOLD_GENUS_BACKBONE
AY364879.1	Anacamptis morio	Anacamptis morio subsp. champagneuxii	Anacamptis morio	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	BOLD_GENUS_BACKBONE
AY364881.1	Anacamptis morio	Anacamptis morio	Anacamptis morio	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	BOLD_GENUS_BACKBONE
Z94086.1	Anacamptis morio	Anacamptis morio subsp. longicornu	Anacamptis morio	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	BOLD_GENUS_BACKBONE
Z94092.1	Anacamptis morio	Anacamptis morio	Anacamptis morio	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	BOLD_GENUS_BACKBONE
KU697376.1	Anacamptis palustris	Anacamptis palustris	Anacamptis palustris	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	BOLD_GENUS_BACKBONE
Z94094.1	Anacamptis palustris	Anacamptis palustris	Anacamptis palustris	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	BOLD_GENUS_BACKBONE
Z94096.1	Anacamptis papilionacea	Anacamptis papilionacea	Anacamptis papilionacea	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anacamptis	BOLD_GENUS_BACKBONE
DQ256370.1	Anagallis foemina	Lysimachia foemina	Lysimachia foemina	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	BOLD_GENUS_BACKBONE
EF436998.1	Anagallis foemina	Lysimachia foemina	Lysimachia foemina	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	BOLD_GENUS_BACKBONE
EF436999.1	Anagallis foemina	Lysimachia foemina	Lysimachia foemina	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	BOLD_GENUS_BACKBONE
AF531080.1	Anchusa officinalis	Anchusa officinalis	Anchusa officinalis	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Anchusa	BOLD_GENUS_BACKBONE
AY275055.1	Androsace hausmannii	Androsace hausmannii	Androsace hausmannii	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
AY275056.1	Androsace hausmannii	Androsace hausmannii	Androsace hausmannii	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
AY275065.1	Androsace helvetica	Androsace helvetica	Androsace helvetica	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
AY275066.1	Androsace helvetica	Androsace helvetica	Androsace helvetica	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
AY275069.1	Androsace lactea	Androsace lactea	Androsace lactea	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
AY275070.1	Androsace lactea	Androsace lactea	Androsace lactea	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
AY275083.1	Androsace villosa	Androsace villosa	Androsace villosa	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
AY275084.1	Androsace villosa	Androsace villosa	Androsace villosa	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	BOLD_GENUS_BACKBONE
OP675537.1	Anemone baldensis	Anemone baldensis	Anemone baldensis	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	BOLD_GENUS_BACKBONE
OP675538.1	Anemone baldensis	Anemone baldensis	Anemone baldensis	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	BOLD_GENUS_BACKBONE
KJ819803.1	Anemone sylvestris	Anemone sylvestris	Anemone sylvestris	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	BOLD_GENUS_BACKBONE
MK551024.1	Anemone sylvestris	Anemone sylvestris	Anemone sylvestris	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	BOLD_GENUS_BACKBONE
OP675539.1	Anemone sylvestris	Anemone sylvestris	Anemone sylvestris	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	BOLD_GENUS_BACKBONE
OP675540.1	Anemone sylvestris	Anemone sylvestris	Anemone sylvestris	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	BOLD_GENUS_BACKBONE
OP675541.1	Anemone sylvestris	Anemone sylvestris	Anemone sylvestris	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	BOLD_GENUS_BACKBONE
AY367936.1	Anisantha diandra	Bromus diandrus	Bromus diandrus	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
EU036204.1	Anisantha diandra	Bromus diandrus	Bromus diandrus	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KM077297.1	Anisantha diandra	Bromus diandrus	Bromus diandrus	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KP987433.1	Anisantha diandra	Bromus diandrus	Bromus diandrus	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
EU036201.1	Anisantha sterilis	Bromus sterilis	Bromus sterilis	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KM077296.1	Anisantha sterilis	Bromus sterilis	Bromus sterilis	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
EU036202.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KF713206.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KF713207.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KP987441.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KP987442.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KP987443.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KP987444.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KP987445.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
PX423917.1	Anisantha tectorum	Bromus tectorum	Bromus tectorum	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	BOLD_GENUS_BACKBONE
KC145459.1	Ankistrodesmus falcatus	Ankistrodesmus falcatus	Ankistrodesmus falcatus	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Ankistrodesmus	NCBI_LINEAGE
MK160575.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160576.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160577.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160578.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160579.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160580.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160581.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160582.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160583.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160584.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160585.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160586.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160587.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160588.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160589.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160590.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160591.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160592.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160593.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160594.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160595.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK160596.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK301220.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK301221.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK301222.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
MK301223.1	Anthoceros agrestis	Anthoceros agrestis	Anthoceros agrestis	Streptophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Anthoceros	NCBI_LINEAGE
KX025108.1	Apatococcus lobatus	Apatococcus lobatus	Apatococcus lobatus	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus	NCBI_LINEAGE
KU586716.1	Aposeris foetida	Aposeris foetida	Aposeris foetida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Aposeris	NCBI_LINEAGE
EU729331.1	Aquilegia atrata	Aquilegia atrata	Aquilegia atrata	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aquilegia	BOLD_GENUS_BACKBONE
EU747255.1	Aquilegia nigricans	Aquilegia nigricans	Aquilegia nigricans	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aquilegia	BOLD_GENUS_BACKBONE
DQ209115.1	Arabis bellidifolia	Cardamine alpina	Cardamine alpina	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	BOLD_GENUS_BACKBONE
FJ187859.1	Arabis bellidifolia	Arabis pumila	Arabis pumila	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ464486.1	Arabis bellidifolia	Cardamine alpina	Cardamine alpina	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	BOLD_GENUS_BACKBONE
KC412276.1	Arabis bellidifolia	Arabis pumila	Arabis pumila	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547349.1	Arabis bellidifolia	Arabis pumila	Arabis pumila	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187848.1	Arabis caerulea	Arabis caerulea	Arabis caerulea	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
HM046181.1	Arabis caerulea	Arabis caerulea	Arabis caerulea	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
JQ919836.1	Arabis caerulea	Arabis caerulea	Arabis caerulea	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
JQ919837.1	Arabis caerulea	Arabis caerulea	Arabis caerulea	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547308.1	Arabis caerulea	Arabis caerulea	Arabis caerulea	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187849.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187944.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187947.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187950.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
HM046182.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547248.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547299.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547310.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547311.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547312.1	Arabis ciliata	Arabis ciliata	Arabis ciliata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547135.1	Arabis glabra	Turritis glabra	Turritis glabra	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Turritis	NCBI_LINEAGE
KF547237.1	Arabis glabra	Turritis glabra	Turritis glabra	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Turritis	NCBI_LINEAGE
FJ187857.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KC412274.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547283.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547285.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547287.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547332.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547333.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547336.1	Arabis nemorensis	Arabis nemorensis	Arabis nemorensis	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187869.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187870.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187871.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187879.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
FJ187885.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
HM046189.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
HM046190.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KC412277.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
KF547191.1	Arabis sagittata	Arabis sagittata	Arabis sagittata	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	BOLD_GENUS_BACKBONE
